Roll No,Name,Gender,Age,Parents’ Education,Occupation,Family Income,Attendance (%),Previous Exam Performance,Hours of Study per Day,Hours of Sleep per Day,Class Participation,Assignment Submission Rate (%),Enrolled in Test Preparation Course,Receiving Tuition,Hours of Self-Study per Day,Health Status,Stress Level,Extra-Curricular Activities,Pass or Fail,Source of Study,Expected Percentage,Actual Percentage
546,Amit,Male,16,PG,Professor,373197,54.83,68.5,1.7,8.7,Medium,89.08,Yes,Yes,1.9,Good,4,Art,Pass,Offline,52,53
547,Yash,Male,15,PG,Manager,61087,77.43,89.86,3.5,6.8,Medium,97.64,Yes,Yes,1.5,Poor,1,Art,Pass,Online,52,53
548,Aniket,Male,16,UG,Accountant,350510,86.22,41.51,1.6,7.9,High,97.91,No,No,3.1,Poor,1,Sports,Pass,Offline,52,53
549,Manish,Male,17,High School,Shopkeeper,480028,76.96,48.47,5.5,6.4,Medium,76.81,Yes,No,3.7,Good,4,Dance,Pass,Online,61,63
550,Aniket,Male,14,UG,Accountant,459361,78.04,62.09,4.5,8.5,Low,61.72,No,Yes,0.9,Good,5,None,Pass,Online,52,47
551,Aarav,Male,15,PG,Professor,391909,62.54,76.42,2.8,8.1,Low,50.81,Yes,Yes,2.4,Poor,1,Music,Pass,Offline,52,53
552,Vikram,Male,16,High School,Tailor,283830,73.22,42.89,2.1,6.7,Medium,64.43,Yes,No,0,Excellent,2,Music,Pass,Online,49,49
553,Bhavna,Female,17,High School,Driver,397336,57.52,98.23,4.8,7.6,Medium,83.23,No,Yes,3.9,Excellent,4,Dance,Pass,Online,55,61
554,Krishna,Male,18,PG,Manager,78118,67.1,44.69,2.7,5.3,Medium,53.47,No,Yes,2.4,Good,2,Dance,Pass,Offline,52,53
555,Nikita,Female,14,PG,Professor,113926,59.2,71.83,4.6,6.7,High,73.21,Yes,Yes,0.7,Excellent,4,None,Pass,Online,52,53
556,Shreya,Female,16,UG,Teacher,372181,78.63,52.49,1.7,5.6,Low,68.15,Yes,No,1.1,Average,5,Music,Pass,Offline,52,50
557,Vivaan,Male,18,PG,Engineer,482098,50.07,67.23,1.4,5.7,Medium,52.96,No,No,2.9,Average,2,Art,Pass,Offline,52,53
558,Aanya,Female,15,UG,Teacher,412508,92.73,85.76,3.8,8.1,Low,74.08,Yes,Yes,0.5,Excellent,1,Sports,Pass,Offline,52,53
559,Anjali,Female,17,High School,Farmer,272912,88,48.08,3.7,8.9,Low,91.92,No,No,2,Poor,4,Art,Pass,Offline,47,49
560,Krishna,Male,18,High School,Security Guard,131874,86.86,93.2,1.4,6.9,High,87.96,No,Yes,2.6,Poor,4,Sports,Pass,Offline,28,28
561,Simran,Female,15,High School,Tailor,438675,79.49,42.87,5.3,6.7,Medium,53.23,Yes,No,2.5,Excellent,1,Art,Pass,Online,82,83
562,Riya,Female,17,High School,Tailor,244631,50.26,48.96,2.5,5.7,Medium,59.89,No,No,3.1,Average,2,Music,Pass,Offline,52,62
563,Kunal,Male,17,High School,Farmer,400544,63.32,72.11,5.9,8,Low,82.37,Yes,No,0.3,Good,1,None,Pass,Online,87,91
564,Simran,Female,17,High School,Driver,387043,54.55,55.71,3,7.8,High,83.54,No,No,1.7,Average,3,Dance,Pass,Online,49,47
565,Diya,Female,15,UG,Technician,378213,77.08,86.4,4,5.8,Medium,58.27,No,No,0.4,Good,1,Art,Pass,Online,52,53
566,Shreya,Female,15,UG,Clerk,401078,66.1,89.33,3.9,7.4,Medium,58.65,Yes,Yes,2.2,Average,2,None,Pass,Online,52,53
567,Trisha,Female,17,PG,Manager,103198,64.5,85.19,5,8.5,Low,92.53,Yes,No,2.9,Excellent,4,Dance,Pass,Offline,52,53
568,Aniket,Male,18,High School,Farmer,461068,96.93,86.32,1.8,6.6,Low,96.22,Yes,Yes,1.7,Poor,2,Dance,Pass,Offline,46,41
569,Kunal,Male,18,High School,Shopkeeper,344180,91.01,74.68,1.6,6.3,Low,83.16,Yes,No,2.3,Poor,4,Sports,Pass,Offline,30,20
570,Tanya,Female,15,PG,Doctor,260320,62.88,97.95,5.1,8.4,High,62.69,No,Yes,3,Poor,5,None,Pass,Offline,52,51
571,Tanya,Female,16,High School,Tailor,202075,83.42,75.17,5.7,6,Low,81.59,No,No,0.1,Excellent,2,Sports,Pass,Online,78,78
572,Sneha,Female,18,High School,Tailor,386810,57.44,46.61,5.1,8.3,Medium,72.45,No,Yes,1.1,Average,3,Art,Pass,Offline,65,65
573,Aditya,Male,15,High School,Security Guard,391501,57.13,54.31,3.9,5.4,High,73.08,No,No,3.2,Average,4,Sports,Pass,Online,48,48
574,Neha,Female,18,UG,Salesperson,307531,83.38,43.5,1.6,8.3,Low,50.11,No,Yes,0.1,Average,5,Sports,Pass,Online,52,47
575,Neha,Female,14,High School,Shopkeeper,413046,67.51,85.08,2.4,5.9,Low,94.47,No,No,2.6,Excellent,4,Sports,Pass,Online,36,40
576,Krishna,Male,15,High School,Shopkeeper,384079,67.75,75.82,1.8,8.2,Low,85.97,No,Yes,0,Average,4,Art,Pass,Offline,31,31
577,Pranav,Male,15,UG,Salesperson,380853,83.25,42.83,3.6,8.2,High,62.61,No,Yes,2.7,Good,5,Art,Pass,Offline,52,50
578,Meera,Female,18,High School,Driver,177778,79.62,59.3,2.2,5.9,Low,61.82,Yes,No,3.5,Excellent,2,Art,Pass,Online,50,53
579,Swati,Female,15,PG,Professor,366709,55.05,98.25,2.5,6.4,Medium,69.76,Yes,No,0.2,Good,5,Music,Pass,Online,52,50
580,Aditya,Male,16,UG,Technician,76966,64.96,73.17,5.6,7.9,Low,99.58,No,Yes,3.4,Excellent,2,Music,Pass,Offline,52,53
581,Kunal,Male,16,UG,Teacher,259955,70.22,52.26,3.8,7,Low,83.08,No,No,3.8,Good,3,Music,Pass,Offline,52,53
582,Yash,Male,14,High School,Security Guard,347335,52.08,67.34,4.2,7.9,Low,70.88,Yes,Yes,0.2,Poor,3,Sports,Pass,Online,58,56
583,Aditya,Male,18,UG,Accountant,147139,96.13,67.63,5.3,6.2,Low,94.08,No,Yes,2.6,Poor,2,None,Pass,Online,52,53
584,Amit,Male,14,UG,Technician,266777,93.9,68.57,2.6,6.4,Low,79.51,Yes,No,2.4,Good,5,Sports,Pass,Offline,52,49
585,Pooja,Female,17,PG,Manager,370197,79.03,46.51,2.1,7.1,Low,64.85,No,No,0.5,Good,4,Art,Pass,Offline,52,53
586,Amit,Male,15,High School,Driver,471012,84.03,76.89,5.7,7.9,Low,78.26,No,Yes,3.4,Poor,4,Music,Pass,Online,63,64
587,Yash,Male,14,UG,Salesperson,156110,74.72,62.57,5.9,8.7,Low,93.85,Yes,No,2.7,Excellent,2,Sports,Pass,Offline,52,53
588,Simran,Female,18,PG,Engineer,214023,95.25,68.63,3.6,8.3,Low,68.65,Yes,Yes,3.7,Average,4,None,Pass,Offline,52,53
589,Simran,Female,14,High School,Driver,183705,62.86,75.47,3.9,8.2,Medium,74.7,Yes,No,1.7,Excellent,1,None,Pass,Online,71,74
590,Yash,Male,18,PG,Engineer,343827,75.12,76.84,1.2,7.3,Low,89.49,Yes,Yes,2.7,Poor,5,Art,Pass,Online,52,48
591,Pooja,Female,16,High School,Security Guard,151735,60.78,75.88,3.6,8.6,High,51.89,Yes,Yes,1.5,Excellent,4,Dance,Pass,Online,46,46
592,Krishna,Male,16,UG,Accountant,450356,68.87,64.85,2,6,Medium,54.48,Yes,Yes,0.2,Good,3,Music,Pass,Offline,52,53
593,Vikram,Male,18,PG,Scientist,412798,73.19,90.28,1.1,8,Medium,55.37,No,Yes,1,Average,5,Dance,Pass,Online,52,48
594,Aanya,Female,15,PG,Scientist,182115,75.73,92.8,1.9,8.6,Low,60.35,No,Yes,0.8,Poor,1,Dance,Pass,Offline,52,53
595,Riya,Female,15,High School,Shopkeeper,66719,51.39,62.35,1.6,6,Low,66.25,Yes,Yes,0.3,Good,4,Music,Pass,Online,30,30
596,Amit,Male,15,PG,Manager,346982,93.84,89.8,3,8.3,Low,83.48,Yes,Yes,1.7,Average,5,Dance,Pass,Online,52,47
597,Vikram,Male,17,High School,Tailor,293667,95.5,97.31,1.1,7.8,Medium,86.38,Yes,Yes,2,Average,5,Art,Pass,Offline,18,17
598,Raj,Male,15,High School,Security Guard,197669,50.83,99.87,5.1,8.8,Medium,62.47,No,Yes,4,Poor,2,Sports,Pass,Online,73,73
599,Swati,Female,14,PG,Professor,149125,79.46,58.5,4.8,5.4,High,74.72,No,No,0.9,Excellent,5,Art,Pass,Offline,52,50
600,Rajat,Male,15,PG,Engineer,248561,59.73,92.69,5.9,7.1,Low,95.91,Yes,No,0.2,Good,2,Dance,Pass,Online,52,53
601,Meera,Female,15,High School,Driver,72000,98.7,65.09,2,6.3,Low,77.45,Yes,No,2,Good,3,Art,Pass,Offline,41,44
602,Pranav,Male,17,High School,Tailor,263716,52.63,96.83,2.2,6.8,Low,63.99,Yes,No,1.7,Poor,1,None,Pass,Online,57,62
603,Kunal,Male,16,PG,Engineer,452840,64.78,96.71,1.9,7.1,Medium,72.41,Yes,No,3.8,Poor,4,Sports,Pass,Online,52,53
604,Anjali,Female,18,UG,Technician,315220,97.87,44.91,3.5,5.5,Low,61.5,Yes,No,0.8,Excellent,3,Art,Pass,Offline,52,53
605,Sneha,Female,14,UG,Accountant,495242,52.67,83.9,2,7.1,High,57.08,No,Yes,3.3,Poor,4,Art,Pass,Online,52,53
606,Vikram,Male,16,UG,Salesperson,148187,60.89,82.97,2.5,7.9,High,69.05,Yes,No,2.6,Poor,5,None,Pass,Offline,52,50
607,Vikram,Male,18,PG,Doctor,213766,81.18,80.94,1.5,8.9,Medium,57.63,No,No,2,Excellent,1,None,Pass,Offline,52,53
608,Vikram,Male,15,High School,Security Guard,378351,72.78,73.92,1.6,8.7,Medium,60.83,Yes,No,3.5,Excellent,3,None,Pass,Online,37,37
609,Krishna,Male,14,PG,Scientist,399920,74.2,93.61,1.4,7,Low,78.3,No,No,2.8,Poor,1,Music,Pass,Online,52,53
610,Simran,Female,17,High School,Security Guard,189222,62.85,52.05,2.8,6.3,Low,65.9,Yes,No,3.4,Good,2,None,Pass,Offline,54,54
611,Sakshi,Female,14,PG,Engineer,474553,69.75,85.84,3.2,7.3,High,82.72,Yes,Yes,3.6,Average,4,Dance,Pass,Online,52,53
612,Simran,Female,18,UG,Clerk,118613,53.82,81.2,4.4,7.4,Low,97.97,Yes,Yes,1.2,Good,4,Art,Pass,Online,52,53
613,Sneha,Female,14,High School,Security Guard,189796,58.27,81.36,4.1,5.6,High,87.79,No,No,3,Excellent,1,None,Pass,Online,72,74
614,Vikram,Male,15,PG,Engineer,112092,94.17,62.38,3.8,7.8,Medium,78.07,Yes,Yes,3.1,Excellent,1,Dance,Pass,Online,52,53
615,Trisha,Female,18,PG,Doctor,424929,99.22,66.52,4,6.7,Medium,52.46,No,Yes,3.3,Good,3,Music,Pass,Offline,52,53
616,Riya,Female,15,PG,Doctor,68253,77.39,48.91,2.9,7.1,Low,84.27,Yes,No,1.2,Average,4,Sports,Pass,Offline,52,53
617,Kavya,Female,16,PG,Doctor,456074,60.6,94.28,2,6.4,Medium,53.61,Yes,Yes,0.1,Poor,2,Dance,Pass,Online,52,53
618,Harsh,Male,17,High School,Tailor,234745,72.09,73.51,3.4,7.4,Medium,73.88,No,No,3.6,Good,1,Dance,Pass,Offline,67,70
619,Tanya,Female,16,UG,Technician,91821,66.72,63.49,4.3,6.8,Low,50.81,No,Yes,0.1,Poor,3,Art,Pass,Online,52,53
620,Manish,Male,15,UG,Accountant,225553,53.75,47.66,3,7.3,Medium,63.03,Yes,Yes,1.4,Good,4,Dance,Pass,Offline,52,53
621,Nikhil,Male,17,PG,Engineer,304728,97.74,57.61,4.3,8.2,Low,92.76,No,Yes,2.6,Good,1,Art,Pass,Offline,52,53
622,Nikhil,Male,16,PG,Manager,169658,89.78,99.65,4.1,6.5,Low,51.78,No,Yes,1.6,Poor,3,Art,Pass,Offline,52,53
623,Harsh,Male,15,PG,Doctor,76158,71.4,73.09,4.6,6.4,High,55.45,No,No,1.9,Good,2,Sports,Pass,Offline,52,53
624,Sakshi,Female,14,High School,Driver,431134,71.55,62.68,2.5,5.2,Low,85.68,No,No,1.3,Poor,3,None,Pass,Offline,44,51
625,Raj,Male,14,UG,Accountant,314857,66.07,52.15,5.9,7.7,Low,61.43,Yes,Yes,0.7,Excellent,4,Sports,Pass,Online,52,53
626,Sakshi,Female,15,PG,Manager,498812,84.31,52.07,5.4,7.2,High,65.54,Yes,Yes,1.1,Poor,3,Dance,Pass,Online,52,53
627,Krishna,Male,17,High School,Driver,445790,54.38,94.54,3.8,7.8,High,51.88,Yes,Yes,1,Excellent,4,Dance,Pass,Online,47,42
628,Aryan,Male,16,PG,Doctor,273194,66.76,71.15,3.4,8.4,Medium,81.16,No,No,1.6,Good,5,Music,Pass,Offline,52,51
629,Raj,Male,16,PG,Manager,286531,99.69,56.25,1.6,7.8,High,65.29,Yes,Yes,0.4,Excellent,1,Art,Pass,Offline,52,53
630,Tanya,Female,15,UG,Technician,80445,59.89,44.79,5.3,5.7,Low,87.79,No,Yes,1.2,Good,1,None,Pass,Offline,52,53
631,Amit,Male,17,UG,Technician,152840,61.52,68.68,3.3,5.5,Medium,93.45,No,Yes,3.6,Good,3,None,Pass,Online,52,53
632,Aryan,Male,17,UG,Clerk,296472,66.47,93.44,5.9,8.7,Medium,99.99,No,No,0.4,Good,1,None,Pass,Offline,52,53
633,Komal,Female,17,UG,Accountant,357003,97.24,88.68,5.2,6,High,95.13,No,Yes,3.5,Average,1,Music,Pass,Offline,52,53
634,Siddharth,Male,14,High School,Security Guard,148701,92.14,62.02,1.7,8.5,High,88.35,Yes,No,3.8,Poor,2,Sports,Pass,Offline,46,46
635,Sneha,Female,16,PG,Doctor,107589,98.16,55.8,1.4,6.9,Medium,96.76,No,No,0.4,Excellent,3,Sports,Pass,Offline,52,53
636,Kunal,Male,18,PG,Manager,192183,57.76,56.4,4.9,7.5,Medium,99.86,No,Yes,3.1,Excellent,2,Art,Pass,Online,52,53
637,Isha,Female,18,UG,Salesperson,162980,99.58,68.91,2,8.2,Medium,75.38,Yes,Yes,0.3,Average,4,Music,Pass,Offline,52,53
638,Vivaan,Male,15,High School,Driver,482249,56.79,72.69,1.7,5.5,Low,87.31,No,No,3.6,Good,4,Sports,Pass,Offline,31,31
639,Aniket,Male,15,High School,Security Guard,481957,87.8,93.51,2.3,7.9,Low,66.44,Yes,No,3,Good,4,Dance,Pass,Online,35,29
640,Meera,Female,15,PG,Engineer,336096,85.7,45.93,5.9,5.4,Medium,53.12,Yes,No,2.7,Poor,2,Dance,Pass,Offline,52,53
641,Nikita,Female,18,PG,Professor,470158,84.37,52.74,4.3,8.9,Medium,68.22,No,Yes,2.3,Good,3,Music,Pass,Online,52,53
642,Manish,Male,16,PG,Professor,318969,72.6,55.62,2.9,5.1,Low,85.55,Yes,Yes,2.5,Average,4,Sports,Pass,Offline,52,53
643,Bhavna,Female,17,PG,Doctor,475287,99.92,68.54,5.1,5.2,Medium,85.78,Yes,Yes,0.7,Good,3,Art,Pass,Offline,52,53
644,Kunal,Male,14,High School,Tailor,180813,95.13,77.71,4.9,7.2,Medium,86.92,Yes,Yes,2.5,Poor,1,Sports,Pass,Online,79,83
645,Riya,Female,17,High School,Driver,395136,57.31,94.29,5.9,6.9,Medium,87.71,Yes,Yes,4,Excellent,4,None,Pass,Offline,64,64
646,Rahul,Male,16,PG,Doctor,301824,69.07,92.88,3,7.6,Medium,96.48,No,Yes,0.7,Poor,5,Music,Pass,Online,52,48
647,Abhishek,Male,17,High School,Shopkeeper,68809,73.13,82.01,1.9,5,Low,78.43,No,No,2.8,Excellent,5,Dance,Pass,Online,25,11
648,Sneha,Female,15,UG,Clerk,336782,79.81,73.12,4,5.1,High,74.38,No,Yes,0.2,Poor,1,Dance,Pass,Online,52,53
649,Bhavna,Female,18,PG,Manager,227949,97.27,60.89,5.8,7,High,92.67,No,Yes,1.1,Good,1,Art,Pass,Online,52,53
650,Trisha,Female,17,High School,Shopkeeper,414141,79.86,63.69,4.2,6,High,87.44,No,No,0.8,Excellent,4,Art,Pass,Online,51,54
651,Anjali,Female,18,High School,Tailor,120759,85.79,93.82,3.4,7.6,High,62.04,Yes,No,3.8,Excellent,3,Dance,Pass,Online,52,61
652,Vivaan,Male,17,High School,Security Guard,346095,85.68,58.55,4.7,5.9,Medium,69.22,No,No,0.2,Good,4,None,Pass,Offline,55,55
653,Aryan,Male,18,High School,Security Guard,376124,60.2,42.61,3.5,5.2,High,99.94,Yes,No,1.6,Good,4,Sports,Pass,Offline,45,44
654,Manish,Male,16,High School,Tailor,385733,62.12,44.33,3.4,8,High,65.15,No,Yes,0.1,Excellent,1,Sports,Pass,Offline,67,68
655,Amit,Male,16,High School,Security Guard,207248,84.07,62.03,4.9,7.1,Low,96.79,Yes,Yes,3.7,Good,4,Dance,Pass,Offline,56,56
656,Yash,Male,15,PG,Professor,138282,74.33,70.68,4.5,6.6,Medium,58.38,Yes,Yes,3.4,Excellent,1,Music,Pass,Offline,52,53
657,Pooja,Female,18,UG,Accountant,265947,62.38,68.73,5.3,5.8,Medium,56.54,No,Yes,2,Excellent,4,Music,Pass,Online,52,53
658,Rohan,Male,17,UG,Teacher,131847,63.11,85.52,3,6.4,Medium,69.04,No,No,3.6,Excellent,3,Sports,Pass,Offline,52,53
659,Shreya,Female,17,High School,Farmer,242800,80.16,92.14,2.7,6.3,Medium,75.27,No,No,0.3,Average,1,Sports,Pass,Offline,61,62
660,Neha,Female,15,High School,Tailor,371396,72.34,55.65,1.4,7.4,High,92.02,Yes,Yes,1.6,Average,3,Music,Pass,Offline,36,35
661,Isha,Female,17,PG,Scientist,166396,76.11,85.14,3.6,8.4,High,63.74,No,No,3.4,Good,5,Sports,Pass,Offline,52,47
662,Simran,Female,16,PG,Engineer,416103,73.55,50.81,2.9,7.6,High,98.41,Yes,No,1.5,Poor,4,Music,Pass,Online,52,53
663,Aniket,Male,18,UG,Teacher,315810,87.25,42.81,1.5,8.5,Low,57.57,No,No,0.8,Good,5,None,Pass,Online,52,50
664,Aryan,Male,15,UG,Salesperson,485891,71.09,48.56,1.7,6.7,High,96.19,Yes,No,1,Good,5,Sports,Pass,Online,52,50
665,Pranav,Male,16,UG,Salesperson,319745,99.01,79.34,4,5.2,High,83.28,No,No,0.1,Good,4,Music,Pass,Online,52,53
666,Sneha,Female,14,PG,Doctor,58738,79.4,93.96,3.8,5.8,Low,70.8,No,No,1.6,Good,5,Dance,Pass,Offline,52,50
667,Bhavna,Female,15,PG,Scientist,419032,65.09,96.54,1.8,8.5,Medium,88.81,No,Yes,2.6,Good,3,Music,Pass,Offline,52,53
668,Manish,Male,15,High School,Security Guard,74013,55.52,57.45,3.9,5.6,High,78.52,Yes,Yes,1.1,Average,5,Art,Pass,Online,41,39
669,Swati,Female,18,High School,Farmer,231295,84.55,83.15,1.4,8,Medium,64.59,No,No,0.7,Poor,5,None,Pass,Offline,21,7
670,Sneha,Female,16,PG,Professor,381885,93.54,73.63,1.3,8.5,Low,93.04,Yes,Yes,0.6,Average,1,Dance,Pass,Online,52,53
671,Abhishek,Male,17,High School,Driver,216471,65.88,81.28,1.1,8.3,Low,65.11,Yes,No,1.8,Poor,4,Music,Pass,Offline,26,26
672,Amit,Male,17,PG,Manager,432459,55.73,69.18,1.5,5.2,Low,57.9,Yes,No,1.7,Poor,2,None,Pass,Offline,52,53
673,Pranav,Male,15,PG,Professor,73066,80.7,78.79,5.9,6.8,High,81.19,Yes,Yes,3.1,Poor,3,None,Pass,Offline,52,53
674,Swati,Female,17,High School,Driver,429881,83.14,96.83,5.9,5.7,Low,87.96,Yes,Yes,0.6,Average,2,Music,Pass,Online,79,79
675,Tanya,Female,18,UG,Clerk,132645,57.42,61.62,3.2,6.8,High,94.17,No,No,0.6,Good,1,Art,Pass,Offline,52,53
676,Swati,Female,17,PG,Scientist,177965,61.32,92.34,2.3,8.9,High,63.12,Yes,No,3,Good,3,Sports,Pass,Online,52,53
677,Sneha,Female,15,PG,Scientist,330366,68.98,75.46,4,7.8,Medium,96.64,No,No,2.4,Good,1,Art,Pass,Offline,52,53
678,Nikita,Female,16,UG,Salesperson,493135,70.62,89,5.4,7.5,Medium,51.51,No,Yes,0.4,Average,3,Sports,Pass,Online,52,53
679,Manish,Male,17,UG,Clerk,262445,54.61,91.2,2.8,8,Low,60.15,Yes,No,3.3,Good,1,Sports,Pass,Offline,52,53
680,Shreya,Female,18,High School,Tailor,298451,50.1,78.78,4.8,5.8,Medium,96.61,Yes,Yes,3.1,Average,2,None,Pass,Online,70,77
681,Simran,Female,16,High School,Tailor,406749,99,44.43,4.2,8.5,High,74.41,No,Yes,1.4,Excellent,3,Art,Pass,Online,58,58
682,Priya,Female,14,UG,Salesperson,390017,69.28,91.27,3,8.3,Medium,98.99,Yes,Yes,1,Poor,4,Sports,Pass,Online,52,53
683,Rahul,Male,15,High School,Farmer,343863,80.84,64.82,4.7,8.9,High,74.4,No,Yes,3.3,Average,2,Dance,Pass,Online,70,67
684,Raj,Male,18,High School,Security Guard,152336,62.19,69.7,5,8.5,High,95.15,No,Yes,0.5,Average,3,Music,Pass,Online,65,67
685,Isha,Female,16,High School,Security Guard,92190,78.41,77.79,1.7,8.4,High,71.74,Yes,Yes,3.3,Poor,1,Music,Pass,Offline,53,54
686,Meera,Female,16,UG,Accountant,342152,59.42,68.37,4.9,5.7,Medium,82.78,Yes,No,2.6,Excellent,5,Dance,Pass,Offline,52,51
687,Bhavna,Female,16,PG,Professor,376606,70.01,57.81,1.7,7.4,Low,68.82,Yes,No,2.8,Excellent,4,Art,Pass,Offline,52,53
688,Diya,Female,15,PG,Scientist,125694,85.08,40.53,3.4,7.4,Low,91.32,No,No,2.4,Average,2,Sports,Pass,Offline,52,53
689,Neha,Female,17,High School,Security Guard,395137,90.83,93.13,1.9,7.5,High,50.99,Yes,Yes,1.5,Excellent,5,Art,Pass,Online,25,21
690,Komal,Female,15,High School,Shopkeeper,327675,92.51,85.86,5.8,7,Medium,63.6,No,Yes,3,Excellent,4,Music,Pass,Online,63,63
691,Nikita,Female,16,High School,Farmer,298921,55.48,72.52,2.2,6.7,Low,66.27,No,No,3.1,Good,1,Dance,Pass,Online,57,58
692,Riya,Female,16,High School,Farmer,297785,77.1,52.52,5,6.9,Low,95.69,Yes,No,3.9,Average,1,Art,Pass,Offline,80,85
693,Kavya,Female,14,UG,Accountant,104368,69.02,57.23,5.4,5.8,Medium,61.18,Yes,Yes,2.3,Poor,3,None,Pass,Offline,52,53
694,Vikram,Male,17,PG,Manager,347112,54.19,65.3,5.7,6.1,Medium,95.07,Yes,No,1.6,Excellent,4,Sports,Pass,Online,52,53
695,Manish,Male,18,UG,Accountant,197868,69.39,88.45,3.9,5.5,Medium,66.79,Yes,No,0.2,Average,3,None,Pass,Online,52,53
696,Harsh,Male,15,UG,Salesperson,332186,57.41,86.91,2.6,8.3,Low,75.15,No,No,0.5,Good,4,None,Pass,Offline,52,53
697,Yash,Male,15,High School,Farmer,467972,65.24,63.37,3.6,7.9,Medium,59.09,Yes,No,0.2,Excellent,5,Music,Pass,Offline,38,34
698,Rahul,Male,17,UG,Teacher,396007,95.29,81.34,1.6,7.6,Low,73.4,No,No,1.8,Good,3,Sports,Pass,Online,52,53
699,Swati,Female,17,UG,Teacher,315917,87.07,71.8,3.4,5.5,High,80.99,No,No,0.7,Poor,3,None,Pass,Offline,52,53
700,Kunal,Male,18,High School,Security Guard,168153,57.99,89.42,5.5,5.1,Medium,88.95,No,No,1.7,Poor,3,Art,Pass,Offline,69,68
701,Vikram,Male,15,PG,Engineer,499634,53.21,76.09,5.3,6.7,Low,74.5,No,No,3.7,Average,3,Sports,Pass,Online,52,53
702,Kunal,Male,18,UG,Teacher,331321,89.84,84.97,3.6,8.3,Medium,73.63,No,Yes,1.3,Average,3,Art,Pass,Offline,52,53
703,Pranav,Male,14,PG,Scientist,159477,98.6,95.5,4.2,8.3,Medium,98.23,Yes,Yes,3.2,Average,3,Music,Pass,Online,52,53
704,Vivaan,Male,18,PG,Engineer,338183,52.63,73.55,5.6,8.9,Low,60.31,No,No,2.9,Average,5,Music,Pass,Offline,52,51
705,Swati,Female,18,PG,Scientist,363870,70.55,95.42,4.4,8.1,Medium,67.14,No,Yes,0.2,Excellent,2,Art,Pass,Online,52,53
706,Vikram,Male,18,High School,Tailor,414474,51.61,51.51,1.5,6.3,Low,76.83,No,No,2.3,Poor,4,Music,Pass,Offline,29,29
707,Simran,Female,15,High School,Driver,199037,71.01,89.06,4.8,6.6,Medium,87.79,Yes,Yes,1.6,Good,4,None,Pass,Online,55,49
708,Anjali,Female,17,UG,Technician,147370,51.62,94.32,3.7,8.7,High,86.14,Yes,Yes,0.3,Poor,1,Art,Pass,Offline,52,53
709,Shreya,Female,16,UG,Technician,284166,78.13,87.69,4.7,5.3,High,75.92,Yes,No,2.8,Poor,2,Art,Pass,Offline,52,53
710,Rajat,Male,17,PG,Manager,168211,85.4,84.4,2.2,6.3,Medium,93.05,Yes,No,1.5,Poor,3,None,Pass,Offline,52,53
711,Raj,Male,18,PG,Engineer,495400,85.63,61.25,3.1,5.9,Low,85.86,Yes,Yes,0.5,Good,3,Dance,Pass,Online,52,53
712,Komal,Female,16,PG,Professor,375128,81.27,65.69,2.1,7.8,Medium,70.49,Yes,Yes,1.6,Poor,5,Music,Pass,Offline,52,49
713,Pooja,Female,15,High School,Shopkeeper,153621,94.39,62.77,1.8,7.9,High,90.34,Yes,No,3.8,Poor,4,None,Pass,Offline,31,31
714,Aanya,Female,16,High School,Security Guard,265322,66.7,74.38,1.7,7,Medium,72.02,No,No,0.9,Good,3,Music,Pass,Offline,38,40
715,Abhishek,Male,17,UG,Clerk,321802,69.75,89.9,5.4,8.3,Low,60.42,Yes,Yes,3,Poor,1,Dance,Pass,Online,52,53
716,Tanya,Female,15,High School,Security Guard,486394,77.79,43.5,4.9,8.9,High,73.11,Yes,Yes,2.8,Average,5,Art,Pass,Offline,49,45
717,Sakshi,Female,15,UG,Teacher,142394,66.81,47.98,4.2,7.6,High,66.32,No,Yes,3.3,Excellent,5,Music,Pass,Offline,52,51
718,Komal,Female,17,PG,Scientist,277342,83.44,61.45,5.7,5.4,Low,80.11,No,No,2.5,Excellent,4,Sports,Pass,Online,52,53
719,Siddharth,Male,15,PG,Engineer,137780,58.23,71.42,1.1,7.6,Low,97.06,Yes,Yes,3.9,Average,3,Art,Pass,Offline,52,53
720,Yash,Male,15,PG,Engineer,78090,89.12,66.7,3.2,8.2,Low,90.68,Yes,No,1.9,Average,5,Sports,Pass,Online,52,50
721,Pranav,Male,17,PG,Professor,355673,62.85,69.02,2.8,5.7,Low,93.28,Yes,Yes,3.5,Average,4,None,Pass,Online,52,53
722,Aditya,Male,16,PG,Scientist,481939,66.16,80.21,5,7.1,Low,74.99,No,No,0.9,Average,2,None,Pass,Offline,52,53
723,Nikita,Female,16,UG,Clerk,52350,56.87,49.87,3.9,7.7,Medium,59.37,No,No,1.4,Excellent,4,Art,Pass,Offline,52,53
724,Priya,Female,15,UG,Salesperson,118609,53.87,81.64,3.5,7.9,High,58.71,Yes,Yes,0.7,Average,2,Sports,Pass,Online,52,53
725,Bhavna,Female,15,PG,Manager,346063,83.76,57.87,3.5,7.7,Medium,73.56,Yes,Yes,0.6,Excellent,4,None,Pass,Offline,52,53
726,Meera,Female,14,UG,Salesperson,321016,78.5,58.26,1.3,8.8,High,66.69,Yes,No,3.7,Average,5,Sports,Pass,Online,52,50
727,Simran,Female,14,UG,Technician,223125,75.98,63.48,4,7.2,Medium,75.28,No,No,0.7,Excellent,1,Art,Pass,Offline,52,53
